"no","number","id","context","sentence","intentionality","factivity","pictoriality","intentionality_z","factivity_z","pictoriality_z","sense","posterior_max"
392,427,"FRH","W_fict_prose","  I didn't think you could get it a second time. I can't imagine why, when the Labour Party's such a swindle. It must have been",6,5,2,0.560379479742608,0.841485177179189,-0.60311765511875,2,0.999999967138727
394,429,"HGY","W_fict_prose","  er -- where he lives. People mostly go to the west coast. I imagine most of his income comes from farming. Although his horses do seem to win",2.5,5.5,2,-1.60269213348175,1.14615504684391,-0.60311765511875,1,1
395,430,"EVF","W_commerce","  Interest in selling is more important than fine writing. It is sometimes salutary to imagine yourself selling your clients product from door to door when clarity and persuasion would help",6.5,2,5,0.869389710203231,-0.986534040809118,1.07905144350902,2,0.999999999356043
396,432,"ED6","W_misc","  Often he could be a very demanding presence at rehearsal, but I can't imagine that he was anything but delighted with Beecham's magically evocative account. There is",5.5,4,2,0.251369249281986,0.232145437849754,-0.60311765511875,2,0.999996386706716
397,433,"FR3","W_fict_prose","  yes, it is,' he said with heavy emphasis.' I should imagine that you are worried -- worried that I might cause some sort of scene,",2,6,1.5,-1.91170236394237,1.45082491650862,-0.883479171556711,1,1
398,434,"KD8","S_conv","  loving it! (SP:PS0LR) Yeah. (SP:PS0LK) You know, I mean I can't imagine anybody coming round and not thinking it's lovely cos you've got it spot",5.5,2.5,1.5,0.251369249281986,-0.6818641711444,-0.883479171556711,2,0.999996597278714
399,437,"CHA","W_pop_lore","  possible that Diblo Dibala actually is the best guitarist on Earth Perhaps greater than you imagine. I have for years been recycling my NME s, principally to Eastern Europe",6,3,2,0.560379479742608,-0.377194301479682,-0.60311765511875,2,0.999999953269441
400,438,"HGE","W_fict_prose","  With it she wore an imitation of a sailor's hat -- if one could imagine a sailor's hat with a broad brim and long navy blue streamers -- and",6.5,5.5,7,0.869389710203231,1.14615504684391,2.20049750926087,2,0.99999999998559
401,439,"CDK","W_misc","  . Imagine you are lying in the sunshine on a warm beach in Tahiti. Imagine that you can hear the waves gently lapping on to the soft sand. Imagine",6.5,1,7,0.869389710203231,-1.59587378013855,2.20049750926087,2,0.999999999974578
402,440,"ABV","W_religion","  me take one from the passage read to us: Philippians 4. Let us imagine that you are studying this in your room and you read verse 6:'",6,1.5,5,0.560379479742608,-1.29120391047384,1.07905144350902,2,0.999999973226231
403,441,"AS3","W_misc","  with' a mountain bike rather than' on'a mountain bike. I can't imagine he enjoyed much of a free-wheeling, look-no-hands cycle along the Skye Ridge. But",5.5,2,5,0.251369249281986,-0.986534040809118,1.07905144350902,2,0.999996183725691
404,442,"HNR","W_fict_poetry","  # remember, be careful not to trip # when the time comes) and imagine them there, # the ones we can't see. A man in a",6,1,3.5,0.560379479742608,-1.59587378013855,0.237966894195135,2,0.999999932655733
406,445,"FBF","W_misc","  was somewhat shaky, but he was the Kaiser). It is difficult to imagine such an exhibition being taken so seriously by the art world today. The women",6,2,1.5,0.560379479742608,-0.986534040809118,-0.883479171556711,2,0.999999963746286
407,446,"BM0","W_non_ac_medicine","  this point in my life I had never really been ill, so you can imagine the disruption within the family. My children and my husband were worried sick because",5.5,6,1.5,0.251369249281986,1.45082491650862,-0.883479171556711,2,0.999998686901535
408,447,"H9M","W_commerce","  changes in specification can alter the implications of the model significantly. For example, imagine a rise in the basic rate of income tax which is fully announced and anticipated",6,2,1,0.560379479742608,-0.986534040809118,-1.16384068799467,2,0.999999977225053
409,448,"AYX","W_advert","  week holiday for four in Florida # America's' sunshine state'. Just imagine it! The holiday of a life-time for you and your family. One week",6,2.5,5.5,0.560379479742608,-0.6818641711444,1.35941295994698,2,0.999999986313172
410,449,"HGU","W_fict_prose","  his gun barrel. Zeke seems relaxed. Everybody ignores Keith. He can't imagine what he and Zeke are doing here. He finds out.' No,",6,6,1.5,0.560379479742608,1.45082491650862,-0.883479171556711,2,0.999999981445766
411,450,"G0X","W_fict_prose","  .'' Poor her,' said Lydia, but as she could not imagine taking care of a disruptive child she couldn't truly sympathise. She thought that",6.5,1.5,3,0.869389710203231,-1.29120391047384,-0.0423946222428265,2,0.99999999791849
412,452,"FPU","W_fict_prose","  . It was an unpleasant shock to discover Bentley Drummle there, but I could imagine his reason for visiting the area. When he noticed me, he immediately called",5.5,5.5,1.5,0.251369249281986,1.14615504684391,-0.883479171556711,2,0.999998423462446
413,453,"FMN","S_pub_debate","  er th-- (pause) members of the Parish Council if there are any present as I imagine there are, will have heard my question. (unclear) let's proceed and perhaps",2,6,1.5,-1.91170236394237,1.45082491650862,-0.883479171556711,1,1
414,454,"HGK","W_fict_prose","  !'' Oh, Maggie!' he mocked huskily.' Did you imagine even for one moment that I would let you go?'' Why did",3.5,1,1.5,-0.984671672560506,-1.59587378013855,-0.883479171556711,1,0.999999996902861
415,455,"H7W","W_fict_prose","  's expression hovered between cynicism and puzzlement.' Somehow I find it difficult to imagine you being overawed by anything.' Polly gulped, and immediately disguised it with",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
417,457,"AT7","W_fict_prose","  But he'll have a sore head for a pretty long time, I should imagine.' Then Agnes said something that sounded very silly even to herself. She",2.5,5,1.5,-1.60269213348175,0.841485177179189,-0.883479171556711,1,1
419,459,"GYX","S_classroom","  of, to plus infinity, with the tiniest change in X. That you could imagine. (SP:PS2A7) Mm. (SP:PS2A6) I mean tinier than that, tinier than that, and",5.5,2,1,0.251369249281986,-0.986534040809118,-1.16384068799467,2,0.9999978230935
420,460,"GUE","W_fict_prose","  it.' He spoke so reasonably, so casually, that she could almost imagine he cared about her feelings. But the glint of mockery in his dark eyes",6.5,2,1.5,0.869389710203231,-0.986534040809118,-0.883479171556711,2,0.999999998657735
421,462,"KPR","S_conv","  (SP:PS57N) Here I, oh yes. Nobody (SP:PS57M) Grass stains. Well I can imagine Nick doing wheelbarrows. (SP:PS57N) No he (SP:PS57L) Wheelbarrows? (SP:PS57N) he sha-- (SP:PS57L) What's",5.5,2.5,6.5,0.251369249281986,-0.6818641711444,1.9201359928229,2,0.999999497773569
422,463,"CGC","W_pop_lore","  . This is definitely a concept the makers must address -- but then can you imagine what'll happen if there are sizes, all these women will be asking for",6,2,3,0.560379479742608,-0.986534040809118,-0.0423946222428265,2,0.999999932402497
423,464,"HH1","W_fict_prose","  hand, marched by on their way through the gate, and tried not to imagine herself a prisoner in their charge. Nearer, a plump, important-looking individual was",6.5,2,5,0.869389710203231,-0.986534040809118,1.07905144350902,2,0.999999999356043
427,468,"CA5","W_non_ac_soc_science","  so that you can let go? # 2) # Relax deeply, then imagine you are in a lush, green meadow. Feel the warmth of the sun",6.5,1,7,0.869389710203231,-1.59587378013855,2.20049750926087,2,0.999999999974578
428,469,"KBD","S_conv","  or four hundred, but then we-- (SP:PS03W) No, no. (SP:PS040) I can't imagine anything worse than doing a function for three or four (pause) because by the,",5.5,2,1.5,0.251369249281986,-0.986534040809118,-0.883479171556711,2,0.999996337366973
429,470,"HE7","S_brdcast_documentary","  have information about daugh-- about my daughter which I do not, I can not imagine how they have obtained it, I am absolutely appalled. I spent the past",6,6,1,0.560379479742608,1.45082491650862,-1.16384068799467,2,0.999999987936547
431,472,"FAP","W_fict_prose","  don't have call-girl service in Hollywood. We have agents.'' I imagine it's up to you whether you take the work or not?''",2,5.5,1,-1.91170236394237,1.14615504684391,-1.16384068799467,1,1
432,473,"K6T","S_interview_oral_history","  (unclear) (SP:PS5M6) I wouldn't Oh no they would get in alright. I would imagine yes. Well in most cases I would think so. (SP:K6TPS000) Yeah. Mhm",2,4.5,1.5,-1.91170236394237,0.536815307514471,-0.883479171556711,1,1
434,475,"KD8","S_conv","  since school (SP:PS0LM) Ee! (SP:PS0LK) and er (pause) Elizabeth, I just can't imagine that she's altered at all (SP:PS0LM) No. (SP:PS0LK) but, but she may have",6,5,2.5,0.560379479742608,0.841485177179189,-0.322756138680788,2,0.999999960582933
435,476,"FR0","W_fict_prose","  '' Something along the lines of surrender immediately or face total annihilation, I imagine.'' Yeah, that was about it,' Hazel confirmed.'",2,5.5,1,-1.91170236394237,1.14615504684391,-1.16384068799467,1,1
436,477,"KD0","S_conv","  out here shall I? (SP:PS0HM) You think you're exhausted after a days work imagine if you've been doing that all day long, shouting (SP:PS0HP) Look! (SP:PS0HM)",6,1.5,1.5,0.560379479742608,-1.29120391047384,-0.883479171556711,2,0.999999963253241
437,478,"FY5","S_interview_oral_history","  and put a match to it. And it used to roar, you can imagine what the noise was like in the chapel. This is true. And they",6,6,2,0.560379479742608,1.45082491650862,-0.60311765511875,2,0.999999974906385
438,479,"CET","W_non_ac_nat_science","  If the immortals were capable of reproduction there would be a colossal population explosion: imagine what it would be like if every human being ever born were still alive!",6,1,1.5,0.560379479742608,-1.59587378013855,-0.883479171556711,2,0.999999963330208
439,480,"ASC","W_biography","  . Playing records like that and Scheherazade, another early purchase, John tried to imagine what.could be happening in the ballet. In an interview shortly before his death,",6.5,3.5,2.5,0.869389710203231,-0.0725244318149641,-0.322756138680788,2,0.999999997984087
440,481,"ACG","W_religion","  a moment at Mahanaim, we have been travelling through country we know or can imagine. But at this point the story takes an abrupt turn, and takes us",5.5,6.5,2.5,0.251369249281986,1.75549478617334,-0.322756138680788,2,0.999998081820222
442,483,"G1X","W_fict_prose","  claiming it was true. So that cheered us up a bit as you can imagine but what really cheered us up was making contact with the Indians. I mean",5.5,6,1.5,0.251369249281986,1.45082491650862,-0.883479171556711,2,0.999998686901535
443,484,"CFT","W_advert","  # TEUCO IS A DIVISION OF THE GUZZINI GROUP OF COMPANIES # Kawneer Europe # IMAGINE THE POSSIBILITIES. INSIDE AND OUT. Kawneer's new Designer Pivot makes perfect sense",6,3.5,1.5,0.560379479742608,-0.0725244318149641,-0.883479171556711,2,0.999999968297755
444,485,"AR5","W_misc","  # Psychology of Training # Correction-Praise # The first common mistake people make is to imagine that a dog thinks in the same way as a human being. Dogs do",6,2,2,0.560379479742608,-0.986534040809118,-0.60311765511875,2,0.99999994925463
445,487,"GVU","W_commerce","  respect. The net assets of the organization are shown but it is hard to imagine what use can be made of this figure. Who owns the asset? What",6.5,2.5,1,0.869389710203231,-0.6818641711444,-1.16384068799467,2,0.999999999091034
446,488,"ACV","W_fict_prose","  ?' he said to Mungo. If this was a kingdom, did Vic imagine himself to be its ruler, Mungo wondered? The monarch of a ramshackle throne",6,2.5,1.5,0.560379479742608,-0.6818641711444,-0.883479171556711,2,0.99999996478653
